Body,Head
?a mother ?c,?a father Louis_I_Duke_of_Bourbon
John_I_of_Aragon spouse ?a,?a spouse John_I_of_Aragon
?a hasSpouse Yes,?a father Louis_Duke_of_Savoy
?a parent Louis_IV_of_France,?a hasSpouse Yes
?a name ?c,?a spouse Catherine_of_Valois
?a child Arthur_Prince_of_Wales,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a mother ?c,?a child Princess_Marie_Isabelle_of_Orl_ans
?a child ?c,?a parent Agnes_of_France_Duchess_of_Burgundy
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Margaret_of_Austria_Queen_of_Spain child ?b
?b father ?c,Joanna_of_Castile child ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a spouse Otto_IV_Count_of_Burgundy
?c spouse ?b,Margaret_of_Artois parent ?b
?b hasSpouse ?c,Otto_I_Holy_Roman_Emperor predecessor ?b
Marie_of_Brittany_Countess_of_Saint_Pol parent ?a,?a child Arthur_II_Duke_of_Brittany
?c child ?a   ?c successor ?d   ?d parent ?b,?a parent ?b
?b gender ?c,Edward_the_Elder parent ?b
?a gender ?c,?a name Louis_I
Louis_the_Stammerer parent ?a,?a child Charles_the_Child
Welf_I_Duke_of_Bavaria parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c predecessor ?a,?a child Margaret_of_Anjou
?c successor ?a   ?c predecessor ?d   ?d predecessor ?b,?a father ?b
?c parent ?a,?a father William_I_Count_of_Burgundy
?b child ?c,Ferdinand_Karl_Archduke_of_Austria_Este parent ?b
?a father ?c   ?d father ?c   ?b child ?d,?a parent ?b
?a parent ?c,?a father Louis_VI_of_France
?a hasSpouse ?c,?a child Beatrice_of_England
?a spouse ?c   ?d mother ?c   ?b successor ?d,?a successor ?b
?a successor Francis_I_Holy_Roman_Emperor,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a successor Henry_IV_of_England
?c parent ?a   ?d successor ?c   ?d father ?b,?a child ?b
?c spouse ?b,Charles_X parent ?b
?b spouse ?c,Margaret_Countess_of_Anjou child ?b
?c father ?a   ?d successor ?c   ?d predecessor ?b,?a parent ?b
?a father ?c   ?d marriedTo ?c   ?d hasSpouse ?b,?a hasSpouse ?b
?c parent ?a   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?b hasSpouse No,Leopold_Duke_of_Lorraine child ?b
?b child ?c,John_I_of_Aragon spouse ?b
?c predecessor ?a   ?d name ?c   ?d spouse ?b,?a parent ?b
?a predecessor ?c   ?c spouse ?b,?a predecessor ?b
?c child ?a,?a child Prince_Maurizio_Duke_of_Montferrat
?b gender ?c,Marie_de_Medici child ?b
?a child Rudolph_III_of_Burgundy,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a successor ?c,?a child Am_lie_of_Orl_ans
?b spouse ?c,Louis_XII parent ?b
?a parent Edward_King_of_Portugal,"?a gender ""male"""
?c mother ?a   ?b successor ?c,?a child ?b
?c predecessor ?a,?a child Ferdinand_I_Holy_Roman_Emperor
?c child ?b,Edward_I_of_England child ?b
?c successor ?a   ?d parent ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Marie_Antoinette child ?b
Alfonso_VIII_of_Castile child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a parent ?c,?a child Judith_of_Habsburg
?a child ?c,?a spouse John_II_of_France
?c parent ?b,Eleanor_of_England_Queen_of_Castile child ?b
?c predecessor ?a   ?b successor ?c,?a marriedTo ?b
?b hasSpouse No,Eleanor_of_Aquitaine child ?b
?b parent ?c,Ferdinand_Karl_Archduke_of_Austria_Este parent ?b
Louis_VIII_of_France parent ?a,?a hasSpouse Yes
?a parent Maria_Beatrice_d_Este_Duchess_of_Massa,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c parent ?b,Ferdinand_III_of_Castile spouse ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Alphonso_Earl_of_Chester
?a child Princess_Elizabeth_of_Great_Britain,?a hasSpouse Yes
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Sancho_IV_of_Castile parent ?b
Louis_X_of_France parent ?b,Charles_IV_of_France parent ?b
?a name ?c   ?c name ?b,?a father ?b
?c spouse ?a,?a father Philip_III_of_Spain
Alfonso_VII_of_Le_n_and_Castile child ?b,Alfonso_VII_of_Le_n_and_Castile successor ?b
?a successor Jeanne_d_Albret,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Louis_XI parent ?a,?a child Yolande_of_Valois
?b hasSpouse Yes,Louis_Philippe_I predecessor ?b
?c parent ?a,?a name Baldwin_II
?a gender ?c,?a child Bertha_of_Burgundy
?a spouse ?c   ?d father ?c   ?d hasSpouse ?b,?a hasSpouse ?b
Antoine_Duke_of_Montpensier child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c successor ?a   ?c spouse ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?b hasSpouse No,Albert_I_of_Germany child ?b
?a hasSpouse Yes,?a successor Francis_I_Holy_Roman_Emperor
?b gender ?c,Henry_Stuart_Lord_Darnley parent ?b
?a mother ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a parent ?b
?b hasSpouse No,Jacquetta_of_Luxembourg child ?b
?a parent Philip_IV_of_France,?a hasSpouse Yes
Isabella_of_Portugal_Queen_of_Castile parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c parent ?a,?a parent Philip_V_of_Spain
?a spouse ?c   ?d parent ?c   ?d parent ?b,?a spouse ?b
?c child ?b,Charles_VII_of_France child ?b
?a parent ?c,?a child Bona_of_Savoy
?b name ?c,Alfonso_VII_of_Le_n_and_Castile successor ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Margaret_of_Valois_Angoul_me parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a spouse Afonso_III_of_Portugal
?c successor ?a   ?c spouse ?d   ?b predecessor ?d,?a child ?b
?a name ?c,?a child Catherine_of_Aragon
?a hasSpouse ?c   ?d hasSpouse ?c   ?b parent ?d,?a mother ?b
?c spouse ?a,?a parent Anne_of_Austria
Ferdinand_IV_of_Castile child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a child Berengaria_of_Castile,?a hasSpouse Yes
?c child ?a,?a parent Victor_Amadeus_III_of_Sardinia
Ferdinand_I_Holy_Roman_Emperor parent ?a,?a child Isabella_of_Austria
Louise_of_Savoy child ?a,?a hasSpouse Yes
?b father Philippe_II_Duke_of_Orl_ans,Fran_oise_Marie_de_Bourbon child ?b
?a parent ?c,?a name Charles_III
?a parent ?c,?a mother Hedwig_of_Bavaria
?c spouse ?b,Hugh_II_Duke_of_Burgundy parent ?b
?a child James_II_of_Majorca,?a child Constance_of_Aragon_Lady_of_Villena
?c spouse ?b,Alfonso_VIII_of_Castile child ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Charles_Emmanuel_III_of_Sardinia spouse ?b
?b mother ?c,Jacques_Charles_Dupont_de_l_Eure predecessor ?b
?c predecessor ?a,?a successor Philip_II_of_Spain
?a mother ?c   ?d mother ?c   ?b child ?d,?a father ?b
?c name ?a   ?c parent ?d   ?b child ?d,?a name ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Prince_Philippe_Count_of_Paris child ?b
?a parent ?c,?a child Maria_Leopoldina_of_Austria
?c parent ?a,?a child Afonso_V_of_Portugal
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a child Marie_of_Luxembourg_Queen_of_France
?a father Henry_II_Duke_of_Brabant,?a mother Maria_of_Swabia
?a spouse Anne_of_Brittany,"?a gender ""male"""
?a father Robert_II_Duke_of_Burgundy,"?a gender ""female"""
?a child ?c,?a father Louis_IX_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Charlotte_of_Mecklenburg_Strelitz child ?b
?a child Archduchess_Maria_Johanna_Gabriela_of_Austria,?a child Maria_Amalia_Duchess_of_Parma
?a parent Margaret_of_Provence,?a parent Louis_IX_of_France
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Peter_I_of_Portugal child ?b
?a name ?c,?a child Beatrice_of_Luxembourg
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Marie_of_Brabant_Queen_of_France parent ?b
?a spouse Mary_Queen_of_Scots,"?a gender ""male"""
?a child Eadgifu_of_Wessex,?a child Edwin_son_of_Edward_the_Elder
Charles_Ferdinand_Duke_of_Berry child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a hasSpouse ?c,?a child Mary_of_Hungary_governor_of_the_Netherlands
?c father ?a   ?c predecessor ?b,?a spouse ?b
?c mother ?b,Robert_I_Duke_of_Burgundy spouse ?b
?a child Ren_e_of_France,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a spouse John_I_of_Aragon,?a child Yolande_of_Aragon
?a hasSpouse No,?a predecessor Maria_Theresa
?a parent ?c   ?d father ?c   ?b child ?d,?a mother ?b
?b name ?c,Joan_of_Navarre_Queen_of_England spouse ?b
?a gender ?c   ?d gender ?c   ?d spouse ?b,?a father ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Louis_IV_of_France
Margaret_of_Provence parent ?b,Eleanor_of_Provence parent ?b
?c predecessor ?a   ?b child ?c,?a predecessor ?b
?c child ?a,?a child Afonso_V_of_Portugal
?a predecessor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d   ?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?d,?a spouse ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Blanche_of_Artois child ?b
?b name ?c,Philip_VI_of_France spouse ?b
?a name Henry_III,"?a gender ""male"""
?a successor ?c   ?c mother ?d   ?d gender ?b,?a gender ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Hugh_IV_Duke_of_Burgundy
?a name ?c,?a child Gerberga_of_Burgundy
?a successor Charles_the_Fat,?a hasSpouse Yes
?b hasSpouse ?c,Maria_Theresa_of_Austria_Este_Queen_of_Sardinia parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a spouse Philip_II_of_Spain
Ferdinand_I_Holy_Roman_Emperor child ?b,Anne_of_Bohemia_and_Hungary child ?b
?b hasSpouse ?c,Francesco_I_Sforza parent ?b
?a successor ?c,?a father Robert_the_Strong
?a parent ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a mother ?b
?a hasSpouse ?c,?a mother Margaret_I_Countess_of_Flanders
?a hasSpouse ?c,?a name James_I
?a successor ?c,?a successor Alfonso_V_of_Aragon
Ferdinand_II_of_Le_n spouse ?a,?a spouse Ferdinand_II_of_Le_n
?c child ?a,?a child Infante_Antonio_Duke_of_Galliera
?a spouse ?c,?a parent Philip_I_of_Castile
?a parent Hedwig_of_Bavaria,?a mother Hedwig_of_Bavaria
?a hasSpouse ?c   ?d hasSpouse ?c   ?d spouse ?b,?a child ?b
Agnes_of_France_Duchess_of_Burgundy child ?a,?a hasSpouse No
?b hasSpouse ?c,Joanna_of_Austria_Grand_Duchess_of_Tuscany child ?b
?a child Catherine_of_France_Countess_of_Charolais,?a child Charles_of_Valois_Duke_of_Berry
?a father ?c,?a child Prince_Maurizio_Duke_of_Montferrat
?a father ?c   ?b parent ?c,?a predecessor ?b
?a successor ?c,?a parent Joan_I_of_Navarre
?c spouse ?a,?a child Robert_Count_of_Clermont
Isabella_of_Valois_Duchess_of_Bourbon child ?a,?a hasSpouse No
?c parent ?b,Constance_of_Arles child ?b
?a parent Francis_I_Holy_Roman_Emperor,?a father Francis_I_Holy_Roman_Emperor
?a parent Fulk_King_of_Jerusalem,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?a mother ?c   ?c successor ?b,?a father ?b
?b parent Philip_I_of_Castile,Philip_I_of_Castile child ?b
?b mother ?c,Joanna_of_Castile predecessor ?b
Afonso_V_of_Portugal parent ?a,?a child Ferdinand_Duke_of_Viseu
?a gender ?c,?a predecessor Ferdinand_I_Holy_Roman_Emperor
Anne_Marie_d_Orl_ans child ?a,?a hasSpouse Yes
?c parent ?b,Philip_V_of_Spain parent ?b
?c parent ?a   ?c mother ?d   ?b parent ?d,?a successor ?b
?b name ?c,Robert_II_Duke_of_Burgundy parent ?b
?a father ?c   ?c predecessor ?b,?a parent ?b
?a parent ?c   ?d mother ?c   ?d hasSpouse ?b,?a hasSpouse ?b
?a hasSpouse ?c,?a mother Anne_of_Bohemia_and_Hungary
?c parent ?b,Philip_III_of_France parent ?b
?a father ?c   ?b father ?c,?a predecessor ?b
?a hasSpouse ?c   ?d hasSpouse ?c   ?b child ?d,?a successor ?b
?a child Geoffrey_II_Duke_of_Brittany,?a child William_IX_Count_of_Poitiers
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a name Henry_VII
?a gender ?c,?a child Igor_Yaroslavich
?c successor ?a   ?c successor ?b,?a predecessor ?b
?b hasSpouse Yes,Henry_the_Fowler child ?b
?a predecessor Charles_V_Holy_Roman_Emperor,?a hasSpouse Yes
?a gender ?c,?a child Philip_Count_of_Longueville
?b gender ?c,Sophia_Eleonore_of_Saxony parent ?b
?c child ?a,?a successor French_Revolution_of_1848
?b spouse Fran_oise_d_Aubign__Marquise_de_Maintenon,Fran_oise_d_Aubign__Marquise_de_Maintenon spouse ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Margaret_of_Brieg child ?b
?a child Mary_of_Burgundy,?a hasSpouse Yes
?a parent ?c,?a father John_II_of_France
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a child Lothair_I
Anne_of_Cyprus child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
"?a gender ""male""",?a father Antoine_Duke_of_Lorraine
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a spouse Jacquetta_of_Luxembourg
?a father ?c   ?c spouse ?d   ?d child ?b,?a child ?b
?a child George_IV,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b spouse ?c,Philip_III_of_Spain parent ?b
?c spouse ?a   ?b spouse ?c,?a parent ?b
?c parent ?b,Joseph_II_Holy_Roman_Emperor predecessor ?b
?c spouse ?a   ?c father ?d   ?b parent ?d,?a parent ?b
George_III parent ?a,?a child Princess_Elizabeth_of_Great_Britain
?a name ?c,?a parent Ermengarde_Countess_of_Maine
?c parent ?a,?a parent Louis_Dauphin_of_France_son_of_Louis_XV
Louis_VIII_of_France child ?b,Blanche_of_Castile child ?b
?a child Isabella_of_France_Queen_of_Navarre,?a child John_Tristan_Count_of_Valois
?a child Margaret_of_Burgundy_Queen_of_France,?a child Blanche_of_Burgundy_Countess_of_Savoy
?b father Louis_Duke_of_Savoy,Anne_of_Cyprus child ?b
?a successor ?c   ?d child ?c   ?d child ?b,?a predecessor ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Landgravine_Elisabeth_Amalie_of_Hesse_Darmstadt child ?b
Isabella_of_Bourbon parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c child ?a,?a child Archduke_Franz_Karl_of_Austria
?a hasSpouse Yes,?a spouse Philippe_I_Duke_of_Orl_ans
?a gender ?c,?a parent Adelaide_of_Maurienne
?a father ?c,?a child Rudolph_III_of_Burgundy
?a hasSpouse Yes,?a name Philip_III
?a hasSpouse ?c   ?d hasSpouse ?c   ?b father ?d,?a spouse ?b
Charles_Duke_of_Orl_ans spouse ?a,?a spouse Charles_Duke_of_Orl_ans
?a father Robert_II_of_France,?a mother Constance_of_Arles
?c parent ?a   ?d child ?c   ?d child ?b,?a successor ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,?a spouse Louis_XI
?b predecessor Louis_the_Pious,Louis_the_Pious successor ?b
?b predecessor John_II_of_Aragon,John_II_of_Aragon child ?b
?a mother Marie_de_Medici,?a father Henry_IV_of_France
?c child ?b,me_myself_i name ?b
?a mother ?c,?a child Princess_Amelia_of_the_United_Kingdom
Edward_the_Elder parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c parent ?b,Louis_VIII_of_France successor ?b
?c child ?b,Prince_Philippe_Count_of_Paris child ?b
?a parent ?c,?a child Philip_I_Count_of_Auvergne
Alfonso_XI_of_Castile child ?a,"?a gender ""male"""
Joan_I_of_Navarre parent ?a,?a child Joan_I_of_Navarre
Francis_II_Duke_of_Lorraine child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Hemma child ?b,Louis_the_German successor ?b
?a hasSpouse Yes,?a father Charles_X
?a hasSpouse ?c   ?d hasSpouse ?c   ?d parent ?b,?a parent ?b
?b spouse ?c,Albert_I_of_Germany child ?b
?c predecessor ?a   ?b predecessor ?c,?a successor ?b
?a successor ?c   ?c parent ?b,?a mother ?b
?a child Napoleon_III,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,John_II_of_Portugal parent ?b
Charles_IV_of_France parent ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b name ?c,Anne_of_Bohemia_and_Hungary child ?b
?a child ?c,?a father Victor_Amadeus_II_of_Sardinia
?c parent ?a,?a child Francis_II_of_France
?a child Prince_Alfred_of_Great_Britain,?a child Ernest_Augustus_King_of_Hanover
?a child ?c,?a child John_Duke_of_Berry
?a spouse Fran_oise_d_Aubign__Marquise_de_Maintenon,?a hasSpouse Yes
"?a gender ""female""",?a father Gaston_IV_Count_of_Foix
?c child ?b,Antoine_Duke_of_Montpensier parent ?b
?c parent ?a,?a parent Letizia_Bonaparte
?a parent ?c,?a child Princess_Elizabeth_of_Great_Britain
?a spouse ?c   ?c mother ?d   ?d gender ?b,?a gender ?b
?b gender ?c,Alfonso_IX_of_Le_n parent ?b
?a parent ?c,?a father Charles_V_Holy_Roman_Emperor
?c spouse ?a,?a child Charles_Felix_of_Sardinia
?c father ?b,Louis_VIII_of_France successor ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a name Charles_V
?a father ?c,?a child Eleanor_of_Portugal_Holy_Roman_Empress
?b spouse ?c,Albert_I_of_Germany parent ?b
?c name ?a   ?b name ?c,?a spouse ?b
me_myself_i name ?b,Napoleon parent ?b
Maria_Theresa successor ?a,?a hasSpouse No
?a child Anna_de_Medici,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c father ?a,?a parent Louis_Dauphin_of_France_son_of_Louis_XV
?a father ?c   ?c child ?b,?a parent ?b
?a child ?c   ?c hasSpouse ?d   ?b hasSpouse ?d,?a parent ?b
?b child Francis_IV_Duke_of_Modena,Maria_Theresa_of_Austria_Este_Queen_of_Sardinia parent ?b
?c father ?a   ?d father ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Margaret_of_Austria_Queen_of_Spain parent ?b
?a spouse ?c   ?c predecessor ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?b child Amadeus_IX_Duke_of_Savoy,Philip_II_Duke_of_Savoy parent ?b
?a child Agnes_of_France_Duchess_of_Burgundy,?a child Peter_I_Count_of_Alen_on
?c name ?a   ?c parent ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?a child ?c,?a child Arthur_II_Duke_of_Brittany
?a mother ?c   ?c father ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
Catherine_of_Valois child ?a,?a hasSpouse Yes
Edward_King_of_Portugal child ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c successor ?a   ?d predecessor ?c   ?b spouse ?d,?a child ?b
Alfonso_II_of_Aragon predecessor ?a,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
Margaret_of_Provence parent ?a,?a child Beatrice_of_Provence
?a parent ?c,?a predecessor Henry_of_Bohemia
Louis_Dauphin_of_France_son_of_Louis_XIV child ?a,?a father Louis_Dauphin_of_France_son_of_Louis_XIV
?a hasSpouse ?c,?a father Ferdinand_III_of_Castile
?a hasSpouse Yes,?a child Arthur_Prince_of_Wales
?a father ?b,?a predecessor ?b
"?a gender ""female""",?a parent Victor_Amadeus_III_of_Sardinia
?b successor ?c,Ferdinand_II_of_Aragon predecessor ?b
?a child Eleanor_of_Woodstock,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?b gender ?c,Henry_son_of_Robert_I_of_Burgundy parent ?b
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father Ramon_Berenguer_IV_Count_of_Provence
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Leopold_II_Holy_Roman_Emperor child ?b
?b gender ?c,Yaropolk_I_of_Kiev predecessor ?b
?a child Maria_Anna_of_Spain,?a hasSpouse Yes
?c parent ?a,?a child Louis_Antoine_Duke_of_Angoul_me
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Francis_I_of_France child ?b
?a child Isabella_of_France_Queen_of_Navarre,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person
?c father ?a,?a parent Letizia_Bonaparte
?a spouse ?c,?a father Philip_I_of_Castile
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Charles_IV_of_France spouse ?b
?b hasSpouse ?c,Henry_the_Lion child ?b
?b gender ?c,Maximilian_II_Holy_Roman_Emperor child ?b
?a hasSpouse Yes,?a successor Alfonso_V_of_Aragon
?a mother Hedwig_of_Bavaria,?a hasSpouse Yes
?a predecessor ?c   ?b successor ?c,?a predecessor ?b
?b hasSpouse Yes,Ferdinand_II_of_Aragon child ?b
?b hasSpouse Yes,Robert_II_Duke_of_Burgundy child ?b
?a child ?c   ?d spouse ?c   ?d gender ?b,?a gender ?b
?b mother ?c,Joseph_II_Holy_Roman_Emperor predecessor ?b
Maria_Christina_of_the_Two_Sicilies child ?a,?a hasSpouse No
Anne_of_Cyprus child ?a,?a parent Louis_Duke_of_Savoy
?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,?a father James_I_of_Scotland
?a mother ?c   ?c hasSpouse ?b,?a hasSpouse ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?c,Louis_the_German parent ?b
?b hasSpouse ?c,Henry_VII_of_England parent ?b
?a child Princess_Sophia_of_the_United_Kingdom,?a child Charlotte_Princess_Royal
?c father ?a   ?c name ?d   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
?b successor ?c,Joanna_of_Castile successor ?b
?a hasSpouse ?c,?a child Princess_Elizabeth_of_Great_Britain
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,Robert_II_Duke_of_Burgundy child ?b
?c spouse ?a,?a child Anne_of_Kiev
?c child ?a   ?c successor ?d   ?b child ?d,?a predecessor ?b
?a parent ?c,?a mother Beatrice_of_Savoy
?c child ?a   ?d father ?c   ?b child ?d,?a parent ?b
?a gender ?c,?a child Edward_of_Westminster_Prince_of_Wales
?a mother ?c,?a child Charles_the_Child
?a gender ?c,?a child Charles_IX_of_France
?c father ?a   ?c parent ?d   ?b mother ?d,?a child ?b
?a child ?c   ?d mother ?c   ?d http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b,?a http://www.w3.org/1999/02/22-rdf-syntax-ns#type ?b
Louis_Duke_of_Savoy child ?a,?a parent Louis_Duke_of_Savoy
?c successor ?a   ?c parent ?d   ?d hasSpouse ?b,?a hasSpouse ?b
?b http://www.w3.org/1999/02/22-rdf-syntax-ns#type Person,John_King_of_England spouse ?b
